eng,part,level
MUG:NOUN,NOUN,2
MULTIPLE:ADJECTIVE,ADJECTIVE,5
MUM:NOUN,NOUN,1
MUMBLE:VERB,VERB,4
MUNDANE:ADJECTIVE,ADJECTIVE,5
MUNICIPAL:ADJECTIVE,ADJECTIVE,5
MURDER:NOUN,NOUN,3
MURDER:VERB,VERB,3
MURDERER:NOUN,NOUN,3
MURMUR:VERB,VERB,6
MURMUR:NOUN,NOUN,6
MUSCLE:NOUN,NOUN,5
MUSEUM:NOUN,NOUN,1
MUSHROOM:NOUN,NOUN,2
MUSIC:NOUN,NOUN,3
MUSICAL:ADJECTIVE,ADJECTIVE,5
MUSICAL:NOUN,NOUN,4
MUSICALLY:ADVERB,ADVERB,6
MUSICIAN:NOUN,NOUN,3
MUST:VERB,VERB,3
MUSTARD:NOUN,NOUN,5
MUTTER:VERB,VERB,4
MUTUAL:ADJECTIVE,ADJECTIVE,5
MYSELF:NOUN,NOUN,3
MYSTERIOUS:ADJECTIVE,ADJECTIVE,4
MYSTERIOUSLY:ADVERB,ADVERB,5
MYSTERY:NOUN,NOUN,3
MYTH:NOUN,NOUN,4
NAIL:NOUN,NOUN,4
NAIVE:ADJECTIVE,ADJECTIVE,5
NAKED:ADJECTIVE,ADJECTIVE,4
NAKED:NOUN,NOUN,6
NAME:NOUN,NOUN,4
NAME:VERB,VERB,4
NAMELY:ADVERB,ADVERB,5
NAP:NOUN,NOUN,5
NARRATIVE:NOUN,NOUN,6
NARRATOR:NOUN,NOUN,6
NARROW:ADJECTIVE,ADJECTIVE,5
NARROW:VERB,VERB,5
NARROWLY:ADVERB,ADVERB,4
NARROW-MINDED:ADJECTIVE,ADJECTIVE,5
NASTY:ADJECTIVE,ADJECTIVE,3
NATION:NOUN,NOUN,4
NATIONAL:ADJECTIVE,ADJECTIVE,2
NATIONALITY:NOUN,NOUN,1
NATIONWIDE:ADJECTIVE,ADJECTIVE,4
NATIONWIDE:ADVERB,ADVERB,4
NATIVE:NOUN,NOUN,4
NATIVE SPEAKER:NOUN,NOUN,4
NATURAL:ADJECTIVE,ADJECTIVE,4
NATURALLY:ADVERB,ADVERB,4
NATURE:NOUN,NOUN,3
NAUGHTY:ADJECTIVE,ADJECTIVE,4
NAVAL:NOUN,NOUN,6
NAVY:NOUN,NOUN,4
NAVY BLUE:ADJECTIVE,ADJECTIVE,3
NEAR:ADVERB,ADVERB,3
NEAR:NOUN,NOUN,4
NEARBY:ADVERB,ADVERB,3
NEARBY:ADJECTIVE,ADJECTIVE,3
NEARLY:ADVERB,ADVERB,3
NEAT:ADJECTIVE,ADJECTIVE,3
NEATLY:ADVERB,ADVERB,5
NECESSARILY:ADVERB,ADVERB,4
NECESSARY:ADJECTIVE,ADJECTIVE,3
NECESSITY:NOUN,NOUN,5
NECK:NOUN,NOUN,4
NECKLACE:NOUN,NOUN,2
NEED:VERB,VERB,2
NEED:NOUN,NOUN,4
NEEDLE:NOUN,NOUN,5
NEEDLESS:ADJECTIVE,ADJECTIVE,5
NEGATIVE:ADJECTIVE,ADJECTIVE,3
NEGATIVELY:ADVERB,ADVERB,4
NEGLECT:VERB,VERB,5
NEGLECT:NOUN,NOUN,5
NEGLIGENCE:NOUN,NOUN,6
NEGLIGENT:ADJECTIVE,ADJECTIVE,6
NEGLIGIBLE:ADJECTIVE,ADJECTIVE,6
NEGOTIATE:VERB,VERB,5
NEGOTIATION:NOUN,NOUN,5
NEIGHBOUR:NOUN,NOUN,3
NEIGHBOURHOOD:NOUN,NOUN,3
NEIGHBOURING:NOUN,NOUN,4
NEITHER:ADVERB,ADVERB,4
NEITHER:NOUN,NOUN,4
NEITHER:CONJUNCTION,CONJUNCTION,4
NEPHEW:NOUN,NOUN,3
NERVE:NOUN,NOUN,5
NERVES:NOUN,NOUN,4
NERVOUS:ADJECTIVE,ADJECTIVE,3
NERVOUSLY:ADVERB,ADVERB,4
NERVOUSNESS:NOUN,NOUN,5
NEST:NOUN,NOUN,6
NEST:VERB,VERB,6
NET:NOUN,NOUN,2
NETWORK:NOUN,NOUN,4
NETWORKING:NOUN,NOUN,5
NEUTRAL:ADJECTIVE,ADJECTIVE,5
NEVER:ADVERB,ADVERB,2
NEVER-ENDING:ADJECTIVE,ADJECTIVE,5
NEVERTHELESS:ADVERB,ADVERB,4
NEW:ADJECTIVE,ADJECTIVE,1
NEW:NOUN,NOUN,5
NEWLY:ADVERB,ADVERB,4
NEWS:NOUN,NOUN,4
NEWSLETTER:NOUN,NOUN,5
NEWSPAPER:NOUN,NOUN,1
NEXT:ADJECTIVE,ADJECTIVE,3
NEXT:ADVERB,ADVERB,2
NEXT:NOUN,NOUN,4
NEXT DOOR:ADVERB,ADVERB,3
NEXT-DOOR:ADJECTIVE,ADJECTIVE,3
NICE:ADJECTIVE,ADJECTIVE,1
NICELY:ADVERB,ADVERB,4
NICKNAME:NOUN,NOUN,5
NIECE:NOUN,NOUN,3
NIGHT:NOUN,NOUN,2
NIGHTCLUB:NOUN,NOUN,3
NIGHTLIFE:NOUN,NOUN,3
NIGHTMARE:NOUN,NOUN,3
NO:ADVERB,ADVERB,2
NOBLE:ADJECTIVE,ADJECTIVE,5
NOBODY:NOUN,NOUN,2
NOD:VERB,VERB,4
NOISE:NOUN,NOUN,1
NOISY:ADJECTIVE,ADJECTIVE,2
NOMINATE:VERB,VERB,5
NOMINATION:NOUN,NOUN,5
NONE:NOUN,NOUN,4
NONETHELESS:ADVERB,ADVERB,5
NON-EXISTENT:ADJECTIVE,ADJECTIVE,5
NONSENSE:NOUN,NOUN,5
NON-SMOKING:ADJECTIVE,ADJECTIVE,4
NOON:NOUN,NOUN,2
NO ONE:NOUN,NOUN,2
NOR:CONJUNCTION,CONJUNCTION,4
NOR:ADVERB,ADVERB,4
NORM:NOUN,NOUN,5
NORMAL:ADJECTIVE,ADJECTIVE,3
NORMALITY:NOUN,NOUN,6
NORMALLY:ADVERB,ADVERB,3
NORTH (ALSO NORTH):NOUN,NOUN,2
NORTH (ALSO NORTH):ADJECTIVE,ADJECTIVE,2
NORTH (ALSO NORTH):ADVERB,ADVERB,2
NORTHEAST (NORTH-EAST):NOUN,NOUN,3
NORTHEAST (NORTH-EAST):ADJECTIVE,ADJECTIVE,3
NORTHERN (ALSO NORTHERN):ADJECTIVE,ADJECTIVE,3
NORTHWEST (NORTH-WEST):NOUN,NOUN,3
NORTHWEST (NORTH-WEST):ADJECTIVE,ADJECTIVE,3
NOSE:NOUN,NOUN,4
NOSTALGIA:NOUN,NOUN,6
NOSTALGIC:ADJECTIVE,ADJECTIVE,6
NOSTRIL:NOUN,NOUN,6
NOSY:ADJECTIVE,ADJECTIVE,6
NOTABLE:ADJECTIVE,ADJECTIVE,5
NOTABLY:ADVERB,ADVERB,5
NOTE:NOUN,NOUN,4
NOTE:VERB,VERB,3
NOTEBOOK:NOUN,NOUN,2
NOTHING:NOUN,NOUN,4
NOTICE:VERB,VERB,3
NOTICE:NOUN,NOUN,3
NOTICEABLE:ADJECTIVE,ADJECTIVE,5
NOTICEABLY:ADVERB,ADVERB,5
NOTICEBOARD:NOUN,NOUN,3
NOTIFY:VERB,VERB,5
NOTION:NOUN,NOUN,5
NOTORIOUS:ADJECTIVE,ADJECTIVE,5
NOTWITHSTANDING:ADVERB,ADVERB,5
NOUN:NOUN,NOUN,2
NOVEL:NOUN,NOUN,3
NOVELIST:NOUN,NOUN,4
NOVELTY:NOUN,NOUN,6
NOVEMBER:NOUN,NOUN,1
NOW:ADVERB,ADVERB,3
NOW:CONJUNCTION,CONJUNCTION,4
NOWADAYS:ADVERB,ADVERB,3
NOWHERE:ADVERB,ADVERB,4
NUCLEAR:ADJECTIVE,ADJECTIVE,4
NUISANCE:NOUN,NOUN,4
NUMBER:NOUN,NOUN,2
NUMBER:VERB,VERB,5
NUMEROUS:ADJECTIVE,ADJECTIVE,5
NURSE:NOUN,NOUN,2
NURSE:VERB,VERB,6
NURSERY:NOUN,NOUN,4
NUT:NOUN,NOUN,4
NUTRITION:NOUN,NOUN,5
NUTRITIONAL:ADJECTIVE,ADJECTIVE,5
NUTRITIOUS:ADJECTIVE,ADJECTIVE,5
NUTSHELL:NOUN,NOUN,5
OAK:NOUN,NOUN,4
OBESE:ADJECTIVE,ADJECTIVE,5
OBESITY:NOUN,NOUN,5
OBEY:VERB,VERB,4
OBJECT:NOUN,NOUN,3
OBJECT:VERB,VERB,4
OBJECTION:NOUN,NOUN,4
OBJECTIVE:NOUN,NOUN,4
OBJECTIVE:ADJECTIVE,ADJECTIVE,4
OBJECTIVELY:ADVERB,ADVERB,5
OBLIGATION:NOUN,NOUN,4
OBLIGATORY:ADJECTIVE,ADJECTIVE,5
OBLIGE:VERB,VERB,4
OBSCENE:ADJECTIVE,ADJECTIVE,6
OBSERVANT:ADJECTIVE,ADJECTIVE,6
OBSERVATION:NOUN,NOUN,4
OBSERVE:VERB,VERB,5
OBSERVER:NOUN,NOUN,6
OBSESSED:ADJECTIVE,ADJECTIVE,4
OBSESSION:NOUN,NOUN,4
OBSESSIVE:ADJECTIVE,ADJECTIVE,6
OBSOLETE:ADJECTIVE,ADJECTIVE,5
OBSTACLE:NOUN,NOUN,5
OBTAIN:VERB,VERB,4
OBVIOUS:ADJECTIVE,ADJECTIVE,3
OBVIOUSLY:ADVERB,ADVERB,3
OCCASION:NOUN,NOUN,4
OCCASIONAL:ADJECTIVE,ADJECTIVE,5
OCCASIONALLY:ADVERB,ADVERB,4
OCCUPATION:NOUN,NOUN,4
OCCUPY:VERB,VERB,4
OCCUR:VERB,VERB,4
OCCURRENCE:NOUN,NOUN,5
OCEAN:NOUN,NOUN,4
O'CLOCK:ADVERB,ADVERB,1
OCTOBER:NOUN,NOUN,1
ODD:ADJECTIVE,ADJECTIVE,5
ODDLY:ADVERB,ADVERB,6
ODDS:NOUN,NOUN,5
ODOUR:NOUN,NOUN,6
OFF:ADVERB,ADVERB,2
OFF:NOUN,NOUN,5
OFFENCE:NOUN,NOUN,4
OFFEND:VERB,VERB,4
OFFENDER:NOUN,NOUN,4
OFFENSIVE:ADJECTIVE,ADJECTIVE,4
OFFER:VERB,VERB,3
OFFER:NOUN,NOUN,3
OFFICE:NOUN,NOUN,3
OFFICER:NOUN,NOUN,3
OFFICIAL:ADJECTIVE,ADJECTIVE,4
OFFICIAL:NOUN,NOUN,6
OFFICIAL:NOUN,NOUN,6
OFFICIALLY:ADVERB,ADVERB,5
OFF-PUTTING:ADJECTIVE,ADJECTIVE,6
OFFSET:VERB,VERB,6
OFFSPRING:NOUN,NOUN,6
OFTEN:ADVERB,ADVERB,3
OH:EXCLAMATION,EXCLAMATION,1
OIL:NOUN,NOUN,3
OK (ALSO OKAY):EXCLAMATION,EXCLAMATION,1
OK (ALSO OKAY):ADJECTIVE,ADJECTIVE,1
OK (ALSO OKAY):ADVERB,ADVERB,2
OLD:ADJECTIVE,ADJECTIVE,1
OLD:NOUN,NOUN,4
OLD-FASHIONED:ADJECTIVE,ADJECTIVE,3
OLIVE:NOUN,NOUN,3
OMELETTE:NOUN,NOUN,2
OMISSION:NOUN,NOUN,6
OMIT:VERB,VERB,5
ON:ADVERB,ADVERB,3
ONCE:ADVERB,ADVERB,3
ONCE:CONJUNCTION,CONJUNCTION,4
ONE:NOUN,NOUN,4
ONESELF:NOUN,NOUN,5
ONGOING:ADJECTIVE,ADJECTIVE,6
ONION:NOUN,NOUN,2
ONLINE:ADJECTIVE,ADJECTIVE,2
ONLINE:ADVERB,ADVERB,2
ONLY:NOUN,NOUN,1
ONLY:CONJUNCTION,CONJUNCTION,6
ONWARDS:ADVERB,ADVERB,6
OPEN:ADJECTIVE,ADJECTIVE,3
OPEN:NOUN,NOUN,5
OPEN:VERB,VERB,3
OPENING:NOUN,NOUN,4
OPENING:NOUN,NOUN,5
OPENLY:ADVERB,ADVERB,5
OPEN-MINDED:ADJECTIVE,ADJECTIVE,5
OPENNESS:NOUN,NOUN,6
OPERA:NOUN,NOUN,2
OPERATE:VERB,VERB,3
OPERATION:NOUN,NOUN,4
OPERATOR:NOUN,NOUN,4
OPINION:NOUN,NOUN,4
OPPONENT:NOUN,NOUN,4
OPPORTUNITY:NOUN,NOUN,3
OPPOSE:VERB,VERB,4
OPPOSED:ADJECTIVE,ADJECTIVE,5
OPPOSITE:ADJECTIVE,ADJECTIVE,4
OPPOSITE:NOUN,NOUN,3
OPPOSITE:ADVERB,ADVERB,3
OPPOSITION:NOUN,NOUN,5
OPT:VERB,VERB,5
OPTIMISM:NOUN,NOUN,6
OPTIMIST:NOUN,NOUN,5
OPTIMISTIC:ADJECTIVE,ADJECTIVE,4
OPTION:NOUN,NOUN,4
OPTIONAL:ADJECTIVE,ADJECTIVE,4
OR:CONJUNCTION,CONJUNCTION,3
ORAL:ADJECTIVE,ADJECTIVE,4
ORANGE:ADJECTIVE,ADJECTIVE,1
ORANGE:NOUN,NOUN,1
ORCHESTRA:NOUN,NOUN,3
ORCHESTRAL:ADJECTIVE,ADJECTIVE,4
ORDEAL:NOUN,NOUN,6
ORDER:NOUN,NOUN,4
ORDER:VERB,VERB,3
ORDINARY:ADJECTIVE,ADJECTIVE,4
ORGAN:NOUN,NOUN,5
ORGANIC:ADJECTIVE,ADJECTIVE,4
ORGANIZATION (ALSO UK ORGANISATION):NOUN,NOUN,3
ORGANIZE (ALSO UK ORGANISE):VERB,VERB,3
ORGANIZED (ALSO UK ORGANISED):ADJECTIVE,ADJECTIVE,4
ORGANIZER (ALSO UK ORGANISER):NOUN,NOUN,4
ORIENTATION:NOUN,NOUN,6
ORIGIN:NOUN,NOUN,4
ORIGINAL:ADJECTIVE,ADJECTIVE,3
ORIGINAL:NOUN,NOUN,4
ORIGINALLY:ADVERB,ADVERB,4
ORIGINATE:VERB,VERB,6
ORNAMENT:NOUN,NOUN,6
ORPHAN:NOUN,NOUN,6
ORTHODOX:ADJECTIVE,ADJECTIVE,6
OTHER:NOUN,NOUN,2
OTHERWISE:ADVERB,ADVERB,4
OUGHT TO:VERB,VERB,3
OURS:NOUN,NOUN,2
OURSELVES:NOUN,NOUN,2
OUT:ADVERB,ADVERB,3
OUTBREAK:NOUN,NOUN,6
OUTCOME:NOUN,NOUN,5
OUTDOOR:NOUN,NOUN,3
OUTDOORS:ADVERB,ADVERB,3
OUTER:NOUN,NOUN,4
OUTGOING:ADJECTIVE,ADJECTIVE,5
OUTGOING:NOUN,NOUN,6
OUTLET:NOUN,NOUN,6
OUTLINE:NOUN,NOUN,5
OUTLINE:VERB,VERB,4
OUTLOOK:NOUN,NOUN,5
OUTNUMBER:VERB,VERB,5
OUT-OF-DATE:ADJECTIVE,ADJECTIVE,3
OUTPUT:NOUN,NOUN,6
OUTRAGE:NOUN,NOUN,6
OUTRAGE:VERB,VERB,5
OUTRAGEOUS:ADJECTIVE,ADJECTIVE,4
OUTSET:NOUN,NOUN,6
OUTSIDE:ADVERB,ADVERB,1
OUTSIDE:ADJECTIVE,ADJECTIVE,4
OUTSIDE:NOUN,NOUN,4
OUTSKIRTS:NOUN,NOUN,4
OUTSTANDING:ADJECTIVE,ADJECTIVE,4
OUTWEIGH:VERB,VERB,5
OVAL:ADJECTIVE,ADJECTIVE,4
OVEN:NOUN,NOUN,3
OVER:ADVERB,ADVERB,3
OVERALL:ADVERB,ADVERB,4
OVERBOARD:ADVERB,ADVERB,6
OVERCOME:VERB,VERB,5
OVERCROWDED:ADJECTIVE,ADJECTIVE,5
OVERDO:VERB,VERB,5
OVERDRAFT:NOUN,NOUN,5
OVERDRAWN:ADJECTIVE,ADJECTIVE,5
OVERESTIMATE:VERB,VERB,5
OVERFLOW:VERB,VERB,6
OVERHEAR:VERB,VERB,6
OVERLAP:VERB,VERB,6
OVERLOAD:VERB,VERB,6
OVERLOAD:NOUN,NOUN,6
OVERLOOK:VERB,VERB,5
OVERNIGHT:ADVERB,ADVERB,4
OVERSEAS:ADVERB,ADVERB,4
OVERTAKE:VERB,VERB,4
OVERTIME:NOUN,NOUN,4
OVERVIEW:NOUN,NOUN,5
OVERWEIGHT:ADJECTIVE,ADJECTIVE,4
OVERWHELM:VERB,VERB,5
OVERWHELMING:ADJECTIVE,ADJECTIVE,5
OVERWORKED:ADJECTIVE,ADJECTIVE,5
OWE:VERB,VERB,4
OWL:NOUN,NOUN,4
OWN:NOUN,NOUN,3
OWN:VERB,VERB,3
OWNER:NOUN,NOUN,3
OWNERSHIP:NOUN,NOUN,5
OXYGEN:NOUN,NOUN,4
OZONE:NOUN,NOUN,5
PACE:NOUN,NOUN,4
PACE:VERB,VERB,6
PACK:VERB,VERB,2
PACK:NOUN,NOUN,5
PACKAGE:NOUN,NOUN,4
PACKED:ADJECTIVE,ADJECTIVE,4
PACKET:NOUN,NOUN,3
PACT:NOUN,NOUN,6
PAGE:NOUN,NOUN,1
PAIN:NOUN,NOUN,4
PAINFUL:ADJECTIVE,ADJECTIVE,3
PAINT:NOUN,NOUN,1
PAINT:VERB,VERB,1
PAINTER:NOUN,NOUN,2
PAINTING:NOUN,NOUN,2
PAIR:NOUN,NOUN,1
PALACE:NOUN,NOUN,3
PALE:ADJECTIVE,ADJECTIVE,3
PALM:NOUN,NOUN,5
PAN:NOUN,NOUN,3
PANCAKE:NOUN,NOUN,4
PANEL:NOUN,NOUN,5
PANIC:NOUN,NOUN,4
PANIC:VERB,VERB,4
PANTS:NOUN,NOUN,3
PAPER:NOUN,NOUN,3
PAPERWORK:NOUN,NOUN,4
PARACHUTE:NOUN,NOUN,4
PARADE:NOUN,NOUN,4
PARADIGM:NOUN,NOUN,6
PARADISE:NOUN,NOUN,5
PARADOX:NOUN,NOUN,6
PARADOXICAL:ADJECTIVE,ADJECTIVE,6
PARAGRAPH:NOUN,NOUN,3
PARALLEL:ADJECTIVE,ADJECTIVE,6
PARALLEL:NOUN,NOUN,6
PARAMOUNT:ADJECTIVE,ADJECTIVE,6
PARCEL:NOUN,NOUN,4
PARDON:EXCLAMATION,EXCLAMATION,2
PARENT:NOUN,NOUN,1
PARK:NOUN,NOUN,1
PARK:VERB,VERB,2
PARKING:NOUN,NOUN,3
PARLIAMENT:NOUN,NOUN,4
PARROT:NOUN,NOUN,3
PART:NOUN,NOUN,4
PART:VERB,VERB,6
PARTIAL:ADJECTIVE,ADJECTIVE,4
PARTIALLY:ADVERB,ADVERB,5
PARTICIPANT:NOUN,NOUN,5
PARTICIPATE:VERB,VERB,4
PARTICLE:NOUN,NOUN,6
PARTICULAR:ADJECTIVE,ADJECTIVE,3
PARTICULARLY:ADVERB,ADVERB,3
PARTLY:ADVERB,ADVERB,3
PARTNER:NOUN,NOUN,3
PARTNERSHIP:NOUN,NOUN,4
PART-TIME:ADVERB,ADVERB,3
PARTY:NOUN,NOUN,1
PASS:VERB,VERB,4
PASS:NOUN,NOUN,4
PASSAGE:NOUN,NOUN,4
PASSENGER:NOUN,NOUN,2
PASSION:NOUN,NOUN,4
PASSIONATE:ADJECTIVE,ADJECTIVE,4
PASSIONATELY:ADVERB,ADVERB,4
PASSIVE:NOUN,NOUN,3
PASSIVE:ADJECTIVE,ADJECTIVE,3
PASSPORT:NOUN,NOUN,4
PASSWORD:NOUN,NOUN,3
PAST:ADVERB,ADVERB,2
PAST:NOUN,NOUN,2
PASTA:NOUN,NOUN,2
PASTIME:NOUN,NOUN,6
PASTRY:NOUN,NOUN,5
PAT:VERB,VERB,6
PATCH:NOUN,NOUN,6
PATCH:VERB,VERB,6
PATH:NOUN,NOUN,4
PATHETIC:ADJECTIVE,ADJECTIVE,6
PATIENCE:NOUN,NOUN,4
PATIENT:NOUN,NOUN,3
PATIENT:ADJECTIVE,ADJECTIVE,3
PATIENTLY:ADVERB,ADVERB,4
PATTERN:NOUN,NOUN,3
PAUSE:NOUN,NOUN,4
PAUSE:VERB,VERB,3
PAVEMENT:NOUN,NOUN,3
PAW:NOUN,NOUN,4
PAY:VERB,VERB,4
PAY:NOUN,NOUN,3
PAYABLE:ADJECTIVE,ADJECTIVE,5
PAYMENT:NOUN,NOUN,4
PC:NOUN,NOUN,2
PEA:NOUN,NOUN,3
PEACE:NOUN,NOUN,4
PEACEFUL:ADJECTIVE,ADJECTIVE,3
PEACEFULLY:ADVERB,ADVERB,4
PEACH:NOUN,NOUN,3
PEAK:NOUN,NOUN,3
PEANUT:NOUN,NOUN,3
PEAR:NOUN,NOUN,2
PEASANT:NOUN,NOUN,5
PECULIAR:ADJECTIVE,ADJECTIVE,5
PEDAL:NOUN,NOUN,4
PEDESTRIAN:NOUN,NOUN,3
PEEL:VERB,VERB,5
PEEP:VERB,VERB,6
PEER:NOUN,NOUN,5
PEER:VERB,VERB,6
PEER PRESSURE:NOUN,NOUN,6
PEN:NOUN,NOUN,1
PENALTY:NOUN,NOUN,4
PENCE:NOUN,NOUN,2
PENCIL:NOUN,NOUN,1
PENFRIEND:NOUN,NOUN,2
PENGUIN:NOUN,NOUN,3
PENNY:NOUN,NOUN,3
PENSION:NOUN,NOUN,4
PENSIONER:NOUN,NOUN,5
PEOPLE:NOUN,NOUN,3
PEPPER:NOUN,NOUN,2
PERCEIVE:VERB,VERB,5
PERCENT (ALSO PER CENT):ADVERB,ADVERB,3
PERCENTAGE:NOUN,NOUN,4
PERCEPTION:NOUN,NOUN,6
PERCEPTIVE:ADJECTIVE,ADJECTIVE,6
PERFECT:ADJECTIVE,ADJECTIVE,2
PERFECT:NOUN,NOUN,4
PERFECT:VERB,VERB,6
PERFECTION:NOUN,NOUN,5
PERFECTLY:ADVERB,ADVERB,3
PERFORM:VERB,VERB,3
PERFORMANCE:NOUN,NOUN,3
PERFORMER:NOUN,NOUN,3
PERFUME:NOUN,NOUN,2
PERHAPS:ADVERB,ADVERB,2
PERIOD:NOUN,NOUN,3
PERK:NOUN,NOUN,5
PERMANENT:ADJECTIVE,ADJECTIVE,3
PERMANENTLY:ADVERB,ADVERB,4
PERMISSION:NOUN,NOUN,3
PERMIT:VERB,VERB,4
PERMIT:NOUN,NOUN,5
PERSEVERANCE:NOUN,NOUN,6
PERSIST:VERB,VERB,6
PERSISTENCE:NOUN,NOUN,6
PERSISTENT:ADJECTIVE,ADJECTIVE,6
PERSON:NOUN,NOUN,2
PERSONAL:ADJECTIVE,ADJECTIVE,4
PERSONALITY:NOUN,NOUN,4
PERSONALLY:ADVERB,ADVERB,4
PERSONNEL:NOUN,NOUN,5
PERSPECTIVE:NOUN,NOUN,5
PERSUADE:VERB,VERB,3
PERSUASION:NOUN,NOUN,6
PERSUASIVE:ADJECTIVE,ADJECTIVE,5
PESSIMISTIC:ADJECTIVE,ADJECTIVE,4
PET:NOUN,NOUN,1
PETRIFIED:ADJECTIVE,ADJECTIVE,4
PETROL:NOUN,NOUN,2
PETROL STATION:NOUN,NOUN,2
PHARMACIST:NOUN,NOUN,4
PHARMACY:NOUN,NOUN,3
PHASE:NOUN,NOUN,4
PHENOMENAL:ADJECTIVE,ADJECTIVE,6
PHENOMENON:NOUN,NOUN,5
PHILOSOPHER:NOUN,NOUN,4
PHILOSOPHICAL:ADJECTIVE,ADJECTIVE,6
PHILOSOPHY:NOUN,NOUN,4
PHONE:NOUN,NOUN,1
PHONE:VERB,VERB,1
PHOTO:NOUN,NOUN,1
PHOTOCOPY:NOUN,NOUN,3
PHOTOGRAPH:NOUN,NOUN,2
PHOTOGRAPH:VERB,VERB,4
PHOTOGRAPHER:NOUN,NOUN,2
PHOTOGRAPHY:NOUN,NOUN,2
PHRASAL VERB:NOUN,NOUN,3
PHRASE:NOUN,NOUN,3
PHYSICAL:ADJECTIVE,ADJECTIVE,4
PHYSICALLY:ADVERB,ADVERB,4
PHYSICS:NOUN,NOUN,2
PIANO:NOUN,NOUN,2
PICK:VERB,VERB,4
PICNIC:NOUN,NOUN,1
PICTURE:NOUN,NOUN,3
PICTURE:VERB,VERB,5
PICTURESQUE:ADJECTIVE,ADJECTIVE,4
PIE:NOUN,NOUN,3
PIECE:NOUN,NOUN,4
PIG:NOUN,NOUN,1
PILE:NOUN,NOUN,3
PILE:VERB,VERB,4
PILL:NOUN,NOUN,3
PILLOW:NOUN,NOUN,2
PILOT:NOUN,NOUN,2
PIN:NOUN,NOUN,3
PIN:VERB,VERB,3
PINE:NOUN,NOUN,4
PINEAPPLE:NOUN,NOUN,3
PINK:ADJECTIVE,ADJECTIVE,2
PINK:NOUN,NOUN,2
PINPOINT:VERB,VERB,6
PINT:NOUN,NOUN,4
PIONEER:NOUN,NOUN,6
PIPE:NOUN,NOUN,3
PIRATE:NOUN,NOUN,3
PIT:NOUN,NOUN,6
PITCH:NOUN,NOUN,5
PITCH:VERB,VERB,4
PITIFUL:ADJECTIVE,ADJECTIVE,6
PITY:NOUN,NOUN,3
PITY:VERB,VERB,6
PIZZA:NOUN,NOUN,1
PLACE:NOUN,NOUN,4
PLACE:VERB,VERB,5
PLAGUE:NOUN,NOUN,6
PLAGUE:VERB,VERB,6
PLAIN:ADJECTIVE,ADJECTIVE,4
PLAN:NOUN,NOUN,3
PLAN:VERB,VERB,2
PLANE:NOUN,NOUN,1
PLANET:NOUN,NOUN,3
PLANNING:NOUN,NOUN,4
PLANT:NOUN,NOUN,1
PLANT:VERB,VERB,4
PLASTIC:NOUN,NOUN,2
PLASTIC:ADJECTIVE,ADJECTIVE,2
PLATE:NOUN,NOUN,1
PLATFORM:NOUN,NOUN,4
PLAUSIBLE:ADJECTIVE,ADJECTIVE,6
PLAY:VERB,VERB,3
PLAY:NOUN,NOUN,4
PLAYER:NOUN,NOUN,1
PLAYGROUND:NOUN,NOUN,2
PLEA:NOUN,NOUN,6
PLEAD:VERB,VERB,6
PLEASANT:ADJECTIVE,ADJECTIVE,2
PLEASANTLY:ADVERB,ADVERB,3
PLEASE:EXCLAMATION,EXCLAMATION,1
PLEASE:VERB,VERB,4
PLEASED:ADJECTIVE,ADJECTIVE,2
PLEASURABLE:ADJECTIVE,ADJECTIVE,5
PLEASURE:NOUN,NOUN,3
PLENTY:NOUN,NOUN,3
PLETHORA:NOUN,NOUN,6
PLIGHT:NOUN,NOUN,6
PLOT:NOUN,NOUN,5
PLUG:NOUN,NOUN,3
PLUG:VERB,VERB,4
PLUMBER:NOUN,NOUN,4
PLUMP:ADJECTIVE,ADJECTIVE,6
PLUNGE:VERB,VERB,5
PLUNGE:NOUN,NOUN,6
PLURAL:NOUN,NOUN,2
PLUS:CONJUNCTION,CONJUNCTION,3
PLUS:NOUN,NOUN,4
P.M. (ALSO PM):ADVERB,ADVERB,1
POCKET:NOUN,NOUN,3
POCKET MONEY:NOUN,NOUN,3
POEM:NOUN,NOUN,3
POET:NOUN,NOUN,3
POETIC:ADJECTIVE,ADJECTIVE,6
POETRY:NOUN,NOUN,3
POINT:NOUN,NOUN,4
POINT:VERB,VERB,2
POINTLESS:ADJECTIVE,ADJECTIVE,5
POINT OF VIEW:NOUN,NOUN,4
POISON:NOUN,NOUN,4
POISON:VERB,VERB,4
POISONOUS:ADJECTIVE,ADJECTIVE,4
POLAR BEAR:NOUN,NOUN,4
POLE:NOUN,NOUN,6
POLICE:NOUN,NOUN,2
POLICEMAN:NOUN,NOUN,2
POLICE OFFICER:NOUN,NOUN,2
POLICE STATION:NOUN,NOUN,2
POLICEWOMAN:NOUN,NOUN,2
POLICY:NOUN,NOUN,4
POLITE:ADJECTIVE,ADJECTIVE,2
POLITELY:ADVERB,ADVERB,3
POLITENESS:NOUN,NOUN,4
POLITICAL:ADJECTIVE,ADJECTIVE,3
POLITICALLY:ADVERB,ADVERB,5
POLITICIAN:NOUN,NOUN,3
POLITICS:NOUN,NOUN,3
POLLUTE:VERB,VERB,4
POLLUTION:NOUN,NOUN,3
POND:NOUN,NOUN,4
PONDER:VERB,VERB,6
PONY:NOUN,NOUN,5
POOL:NOUN,NOUN,3
